message_date,channel_name,channel_id,total_messages,answered_messages,non_response_total,nr_small_talk,nr_statement,nr_unclear_request,nr_out_of_scope,nr_noise_or_spam,nr_user_to_user,nr_missing_context,nr_knowledge_not_found,nr_malicious,nr_other
2026-03-17,API Support Chat,demo_003,111,82,29,3,10,4,0,0,8,3,1,0,0
2026-03-17,Integration Help Desk,demo_004,57,41,16,4,2,4,0,0,2,2,0,0,2
2026-03-18,Developer Community,demo_001,234,162,72,8,21,16,3,6,2,6,4,1,5
2026-03-18,Product Help Forum,demo_002,182,132,50,3,14,14,3,4,1,5,3,0,3
2026-03-18,API Support Chat,demo_003,123,84,39,5,9,12,0,2,1,5,5,0,0
2026-03-18,Integration Help Desk,demo_004,68,49,19,2,5,7,1,1,1,2,0,0,0
2026-03-19,Developer Community,demo_001,237,186,51,8,8,15,5,2,4,1,5,0,3
2026-03-19,Product Help Forum,demo_002,184,154,30,5,5,10,1,2,1,1,4,0,1
2026-03-19,API Support Chat,demo_003,130,94,36,3,7,10,3,2,6,2,2,0,1
2026-03-19,Integration Help Desk,demo_004,75,55,20,1,4,9,0,0,2,1,1,0,2
2026-03-20,Developer Community,demo_001,204,139,65,10,11,20,3,1,4,6,2,0,8
2026-03-20,Product Help Forum,demo_002,158,127,31,3,5,9,4,2,1,2,1,0,4
2026-03-20,API Support Chat,demo_003,113,77,36,4,8,12,7,1,1,1,0,0,2
2026-03-20,Integration Help Desk,demo_004,85,62,23,0,4,8,2,2,3,1,2,0,1
2026-03-21,Developer Community,demo_001,137,102,35,5,6,10,1,1,2,5,3,1,1
2026-03-21,Product Help Forum,demo_002,83,58,25,1,9,5,2,2,3,1,2,0,0
2026-03-21,API Support Chat,demo_003,78,48,30,0,11,8,3,1,1,0,1,1,4
2026-03-21,Integration Help Desk,demo_004,60,50,10,3,1,3,1,0,1,1,0,0,0
2026-03-22,Developer Community,demo_001,163,120,43,4,11,12,1,0,4,2,2,4,3
2026-03-22,Product Help Forum,demo_002,115,83,32,4,8,13,1,0,3,1,1,1,0
2026-03-22,API Support Chat,demo_003,93,77,16,3,5,7,0,0,1,0,0,0,0
2026-03-22,Integration Help Desk,demo_004,50,33,17,2,4,4,3,1,1,0,0,0,2
2026-03-23,Developer Community,demo_001,207,164,43,6,8,19,1,5,1,1,1,1,0
2026-03-23,Product Help Forum,demo_002,146,115,31,6,7,9,3,2,1,0,1,1,1
2026-03-23,API Support Chat,demo_003,128,98,30,2,8,11,0,6,0,0,1,1,1
2026-03-23,Integration Help Desk,demo_004,66,47,19,0,6,7,0,1,2,0,0,1,2
2026-03-24,Developer Community,demo_001,214,175,39,7,8,16,0,0,2,3,0,0,3
2026-03-24,Product Help Forum,demo_002,132,101,31,6,9,10,1,0,3,0,1,0,1
2026-03-24,API Support Chat,demo_003,100,66,34,5,4,15,1,0,3,4,0,1,1
2026-03-24,Integration Help Desk,demo_004,50,32,18,1,4,10,1,1,0,0,0,0,1
2026-03-25,Developer Community,demo_001,226,181,45,3,11,11,5,0,2,2,7,1,3
2026-03-25,Product Help Forum,demo_002,174,143,31,1,10,11,3,0,2,2,2,0,0
2026-03-25,API Support Chat,demo_003,134,106,28,2,9,7,2,0,2,1,3,1,1
2026-03-25,Integration Help Desk,demo_004,75,66,9,0,4,2,1,0,0,1,0,1,0
2026-03-26,Developer Community,demo_001,187,126,61,7,15,24,2,4,2,6,0,0,1
2026-03-26,Product Help Forum,demo_002,126,87,39,5,9,9,5,1,3,2,1,0,4
2026-03-26,API Support Chat,demo_003,97,67,30,3,4,9,2,3,4,1,1,0,3
2026-03-26,Integration Help Desk,demo_004,68,52,16,0,4,6,0,0,0,4,2,0,0
2026-03-27,Developer Community,demo_001,194,136,58,6,7,22,3,7,6,1,3,0,3
2026-03-27,Product Help Forum,demo_002,149,116,33,3,10,9,2,0,3,3,1,0,2
2026-03-27,API Support Chat,demo_003,111,87,24,2,3,11,3,0,2,0,1,0,2
2026-03-27,Integration Help Desk,demo_004,57,39,18,0,3,8,0,1,2,1,2,0,1
2026-03-28,Developer Community,demo_001,159,118,41,2,12,14,1,2,1,5,3,0,1
2026-03-28,Product Help Forum,demo_002,101,74,27,2,8,6,2,2,1,4,1,0,1
2026-03-28,API Support Chat,demo_003,78,55,23,4,6,7,0,0,3,0,3,0,0
2026-03-28,Integration Help Desk,demo_004,47,40,7,3,2,1,0,0,0,0,1,0,0
2026-03-29,Developer Community,demo_001,112,83,29,0,11,13,1,3,0,0,1,0,0
2026-03-29,Product Help Forum,demo_002,75,58,17,0,7,7,0,2,0,1,0,0,0
2026-03-29,API Support Chat,demo_003,51,39,12,0,4,4,0,1,0,1,0,1,1
2026-03-29,Integration Help Desk,demo_004,44,35,9,0,3,4,0,1,0,0,0,0,1
2026-03-30,Developer Community,demo_001,196,164,32,2,6,14,0,1,4,4,1,0,0
2026-03-30,Product Help Forum,demo_002,124,104,20,2,4,8,1,0,1,2,2,0,0
2026-03-30,API Support Chat,demo_003,102,77,25,3,4,13,1,0,2,1,0,0,1
2026-03-30,Integration Help Desk,demo_004,64,57,7,1,2,2,1,0,0,0,1,0,0
2026-03-31,Developer Community,demo_001,189,150,39,2,3,18,1,2,1,3,2,3,4
2026-03-31,Product Help Forum,demo_002,119,87,32,3,11,13,1,1,1,0,0,0,2
2026-03-31,API Support Chat,demo_003,94,74,20,1,5,10,2,0,1,1,0,0,0
2026-03-31,Integration Help Desk,demo_004,45,30,15,5,4,2,0,0,1,1,0,0,2
2026-04-01,Developer Community,demo_001,164,125,39,4,8,14,0,1,2,4,2,0,4
2026-04-01,Product Help Forum,demo_002,120,94,26,2,6,8,0,2,4,1,1,0,2
2026-04-01,API Support Chat,demo_003,110,78,32,4,9,8,1,3,2,2,1,0,2
2026-04-01,Integration Help Desk,demo_004,60,48,12,0,3,5,0,2,0,0,0,0,2
2026-04-02,Developer Community,demo_001,202,146,56,12,8,26,1,1,2,1,0,1,4
2026-04-02,Product Help Forum,demo_002,145,124,21,2,3,12,2,0,1,0,1,0,0
2026-04-02,API Support Chat,demo_003,115,92,23,4,1,9,4,1,3,0,1,0,0
2026-04-02,Integration Help Desk,demo_004,78,64,14,2,3,6,0,0,1,0,1,0,1
2026-04-03,Developer Community,demo_001,182,122,60,4,21,19,3,3,3,1,2,2,2
2026-04-03,Product Help Forum,demo_002,151,114,37,6,7,15,0,2,6,0,1,0,0
2026-04-03,API Support Chat,demo_003,113,84,29,1,7,10,2,3,3,1,1,1,0
2026-04-03,Integration Help Desk,demo_004,59,41,18,0,9,2,2,0,1,1,1,0,2
2026-04-04,Developer Community,demo_001,127,91,36,6,9,10,3,3,1,1,2,0,1
2026-04-04,Product Help Forum,demo_002,83,58,25,3,7,10,2,1,0,0,0,0,2
2026-04-04,API Support Chat,demo_003,93,60,33,5,9,12,2,0,1,0,0,0,4
2026-04-04,Integration Help Desk,demo_004,55,37,18,1,5,9,1,0,0,0,1,0,1
2026-04-05,Developer Community,demo_001,125,105,20,1,9,6,0,0,0,3,0,0,1
2026-04-05,Product Help Forum,demo_002,95,77,18,3,3,5,3,1,2,1,0,0,0
2026-04-05,API Support Chat,demo_003,74,60,14,2,4,2,0,1,2,2,0,0,1
2026-04-05,Integration Help Desk,demo_004,46,37,9,1,0,3,0,0,3,1,0,1,0
2026-04-06,Developer Community,demo_001,155,109,46,5,19,13,1,1,2,4,1,0,0
2026-04-06,Product Help Forum,demo_002,113,78,35,6,10,11,1,1,3,2,0,0,1
2026-04-06,API Support Chat,demo_003,88,69,19,0,8,4,1,1,1,1,0,0,3
2026-04-06,Integration Help Desk,demo_004,46,22,24,1,10,6,0,0,4,2,0,0,1
2026-04-07,Developer Community,demo_001,209,161,48,1,11,17,2,1,7,3,4,0,2
2026-04-07,Product Help Forum,demo_002,158,121,37,4,8,16,0,1,4,1,1,0,2
2026-04-07,API Support Chat,demo_003,119,88,31,3,6,11,0,2,6,0,1,0,2
2026-04-07,Integration Help Desk,demo_004,71,49,22,2,5,9,1,2,0,0,2,0,1
2026-04-08,Developer Community,demo_001,170,127,43,4,15,17,0,0,3,0,3,0,1
2026-04-08,Product Help Forum,demo_002,127,98,29,3,12,12,0,0,1,1,0,0,0
2026-04-08,API Support Chat,demo_003,82,60,22,0,6,6,1,1,4,1,1,0,2
2026-04-08,Integration Help Desk,demo_004,54,40,14,5,4,3,1,0,0,1,0,0,0
2026-04-09,Developer Community,demo_001,203,165,38,4,9,10,3,5,1,2,1,1,2
2026-04-09,Product Help Forum,demo_002,130,99,31,7,7,12,1,1,1,0,0,0,2
2026-04-09,API Support Chat,demo_003,117,95,22,2,7,7,0,1,0,0,2,2,1
2026-04-09,Integration Help Desk,demo_004,75,64,11,1,4,2,1,0,2,0,0,0,1
2026-04-10,Developer Community,demo_001,202,148,54,8,14,17,1,1,4,4,4,1,0
2026-04-10,Product Help Forum,demo_002,130,77,53,7,14,15,5,3,1,3,4,0,1
2026-04-10,API Support Chat,demo_003,105,74,31,6,8,11,2,0,0,1,2,0,1
2026-04-10,Integration Help Desk,demo_004,58,42,16,2,2,5,1,0,2,1,2,0,1
2026-04-11,Developer Community,demo_001,117,91,26,1,5,8,0,7,1,1,1,0,2
2026-04-11,Product Help Forum,demo_002,84,60,24,2,12,4,0,2,0,4,0,0,0
2026-04-11,API Support Chat,demo_003,75,59,16,0,4,5,0,2,1,1,2,0,1
2026-04-11,Integration Help Desk,demo_004,39,30,9,1,4,1,0,1,0,1,0,0,1
2026-04-12,Developer Community,demo_001,195,149,46,6,12,11,1,2,4,5,2,0,3
2026-04-12,Product Help Forum,demo_002,137,100,37,3,8,11,2,5,0,0,7,0,1
2026-04-12,API Support Chat,demo_003,109,89,20,0,4,4,1,5,1,1,2,1,1
2026-04-12,Integration Help Desk,demo_004,75,57,18,3,6,1,2,2,3,0,1,0,0
2026-04-13,Developer Community,demo_001,209,162,47,9,12,15,0,2,2,0,6,0,1
2026-04-13,Product Help Forum,demo_002,151,124,27,4,7,7,1,4,3,0,1,0,0
2026-04-13,API Support Chat,demo_003,115,86,29,2,14,4,1,2,2,0,2,0,2
2026-04-13,Integration Help Desk,demo_004,86,73,13,2,2,2,2,1,2,0,2,0,0
2026-04-14,Developer Community,demo_001,179,133,46,6,8,17,1,5,1,3,3,1,1
2026-04-14,Product Help Forum,demo_002,124,91,33,2,9,8,1,5,0,5,3,0,0
2026-04-14,API Support Chat,demo_003,76,53,23,6,4,3,0,4,3,3,0,0,0
2026-04-14,Integration Help Desk,demo_004,60,47,13,2,1,8,0,1,0,0,0,1,0
2026-04-15,Developer Community,demo_001,184,127,57,5,13,15,4,1,6,3,6,0,4
2026-04-15,Product Help Forum,demo_002,162,111,51,6,16,10,1,2,4,4,1,2,5
2026-04-15,API Support Chat,demo_003,121,86,35,4,5,12,1,0,2,1,3,0,7
2026-04-15,Integration Help Desk,demo_004,78,63,15,4,0,5,0,0,3,0,3,0,0
2026-04-16,Developer Community,demo_001,161,137,24,2,5,8,0,4,3,1,1,0,0
2026-04-16,Product Help Forum,demo_002,125,107,18,0,3,9,0,2,3,0,0,0,1
2026-04-16,API Support Chat,demo_003,106,90,16,4,3,5,0,2,1,1,0,0,0
2026-04-16,Integration Help Desk,demo_004,53,38,15,2,3,6,1,0,2,1,0,0,0
2026-04-17,Developer Community,demo_001,204,147,57,8,13,14,2,5,5,2,2,2,4
2026-04-17,Product Help Forum,demo_002,149,108,41,9,8,11,3,2,3,1,2,0,2
2026-04-17,API Support Chat,demo_003,106,73,33,2,2,9,6,1,5,4,2,0,2
2026-04-17,Integration Help Desk,demo_004,65,50,15,2,4,5,1,2,0,0,0,0,1
2026-04-18,Developer Community,demo_001,175,140,35,3,9,13,3,1,0,1,0,0,5
2026-04-18,Product Help Forum,demo_002,102,68,34,2,12,10,3,1,3,1,2,0,0
2026-04-18,API Support Chat,demo_003,89,65,24,2,6,13,1,0,0,0,1,0,1
2026-04-18,Integration Help Desk,demo_004,50,40,10,1,2,5,1,1,0,0,0,0,0
2026-04-19,Developer Community,demo_001,157,123,34,4,9,10,0,2,3,3,3,0,0
2026-04-19,Product Help Forum,demo_002,125,102,23,3,4,9,0,1,2,2,0,0,2
2026-04-19,API Support Chat,demo_003,92,65,27,4,6,5,3,1,3,0,2,1,2
2026-04-19,Integration Help Desk,demo_004,58,48,10,0,1,6,0,0,1,1,0,0,1
2026-04-20,Developer Community,demo_001,205,161,44,5,15,14,1,1,2,1,3,0,2
2026-04-20,Product Help Forum,demo_002,129,107,22,5,10,2,1,2,0,1,1,0,0
2026-04-20,API Support Chat,demo_003,123,95,28,3,11,9,0,3,0,1,0,0,1
2026-04-20,Integration Help Desk,demo_004,75,59,16,2,5,6,0,2,0,0,1,0,0
2026-04-21,Developer Community,demo_001,191,140,51,7,14,13,2,6,3,0,1,0,5
2026-04-21,Product Help Forum,demo_002,159,138,21,4,7,5,0,0,2,1,0,0,2
2026-04-21,API Support Chat,demo_003,137,115,22,0,6,9,0,4,0,0,0,1,2
2026-04-21,Integration Help Desk,demo_004,70,56,14,1,5,7,0,0,1,0,0,0,0
2026-04-22,Developer Community,demo_001,278,233,45,5,15,10,1,4,4,0,2,0,4
2026-04-22,Product Help Forum,demo_002,177,127,50,3,22,13,2,5,1,1,1,1,1
2026-04-22,API Support Chat,demo_003,146,120,26,1,12,9,0,1,1,0,1,0,1
2026-04-22,Integration Help Desk,demo_004,85,72,13,0,2,7,0,0,1,0,0,0,3
2026-04-23,Developer Community,demo_001,190,144,46,10,9,15,2,1,4,2,2,0,1
2026-04-23,Product Help Forum,demo_002,117,77,40,4,8,10,1,0,10,1,1,0,5
2026-04-23,API Support Chat,demo_003,92,59,33,3,11,12,1,1,0,3,1,0,1
2026-04-23,Integration Help Desk,demo_004,60,43,17,2,6,6,0,0,1,1,0,0,1
2026-04-24,Developer Community,demo_001,180,142,38,1,10,9,2,5,3,0,4,0,4
2026-04-24,Product Help Forum,demo_002,119,84,35,5,9,9,2,3,2,3,2,0,0
2026-04-24,API Support Chat,demo_003,108,80,28,2,6,12,3,1,1,0,3,0,0
2026-04-24,Integration Help Desk,demo_004,69,60,9,0,2,2,0,1,4,0,0,0,0
2026-04-25,Developer Community,demo_001,147,97,50,11,8,16,3,0,4,4,3,0,1
2026-04-25,Product Help Forum,demo_002,115,82,33,8,6,15,0,1,1,1,0,0,1
2026-04-25,API Support Chat,demo_003,90,69,21,3,4,8,0,3,1,0,1,0,1
2026-04-25,Integration Help Desk,demo_004,60,38,22,3,5,7,3,1,0,1,2,0,0
2026-04-26,Developer Community,demo_001,172,128,44,7,9,12,5,5,1,2,2,0,1
2026-04-26,Product Help Forum,demo_002,117,82,35,7,6,16,2,1,2,0,1,0,0
2026-04-26,API Support Chat,demo_003,89,67,22,7,3,8,2,2,0,0,0,0,0
2026-04-26,Integration Help Desk,demo_004,63,49,14,2,2,6,2,0,1,0,0,0,1
2026-04-27,Developer Community,demo_001,208,163,45,5,6,19,0,4,3,0,6,1,1
2026-04-27,Product Help Forum,demo_002,151,115,36,1,5,13,2,2,2,1,7,0,3
2026-04-27,API Support Chat,demo_003,109,84,25,2,6,6,1,1,5,2,1,0,1
2026-04-27,Integration Help Desk,demo_004,66,50,16,0,2,6,1,2,3,1,1,0,0
2026-04-28,Developer Community,demo_001,163,131,32,5,7,10,3,2,1,1,1,1,1
2026-04-28,Product Help Forum,demo_002,118,93,25,5,4,9,2,0,3,1,0,1,0
2026-04-28,API Support Chat,demo_003,114,96,18,2,5,6,0,0,3,1,0,1,0
2026-04-28,Integration Help Desk,demo_004,61,53,8,0,1,3,0,2,0,1,0,1,0
2026-04-29,Developer Community,demo_001,190,137,53,8,12,11,1,6,7,2,5,0,1
2026-04-29,Product Help Forum,demo_002,161,131,30,4,11,8,1,0,4,0,2,0,0
2026-04-29,API Support Chat,demo_003,113,89,24,1,6,7,3,1,2,2,2,0,0
2026-04-29,Integration Help Desk,demo_004,62,45,17,3,3,5,0,4,1,0,0,0,1
2026-04-30,Developer Community,demo_001,250,193,57,10,14,14,0,2,3,5,5,0,4
2026-04-30,Product Help Forum,demo_002,219,182,37,5,5,17,1,1,1,2,3,1,1
2026-04-30,API Support Chat,demo_003,157,113,44,5,9,10,3,0,3,4,4,1,5
2026-04-30,Integration Help Desk,demo_004,78,55,23,3,3,8,2,0,1,2,1,0,3
2026-05-01,Developer Community,demo_001,210,154,56,6,10,24,1,0,3,6,0,0,6
2026-05-01,Product Help Forum,demo_002,120,88,32,1,8,10,1,1,2,2,1,0,6
2026-05-01,API Support Chat,demo_003,125,100,25,4,6,7,2,1,0,1,1,0,3
2026-05-01,Integration Help Desk,demo_004,59,40,19,1,5,5,3,1,0,0,3,0,1
2026-05-02,Developer Community,demo_001,129,109,20,2,3,10,1,1,0,3,0,0,0
2026-05-02,Product Help Forum,demo_002,81,58,23,2,5,7,0,1,2,5,1,0,0
2026-05-02,API Support Chat,demo_003,69,49,20,2,6,8,0,0,3,1,0,0,0
2026-05-02,Integration Help Desk,demo_004,38,30,8,0,2,3,0,1,0,0,2,0,0
2026-05-03,Developer Community,demo_001,150,118,32,5,5,15,2,0,0,0,4,1,0
2026-05-03,Product Help Forum,demo_002,119,102,17,1,5,6,1,1,1,0,0,1,1
2026-05-03,API Support Chat,demo_003,101,80,21,4,5,5,5,0,1,0,1,0,0
2026-05-03,Integration Help Desk,demo_004,61,50,11,4,2,4,1,0,0,0,0,0,0
2026-05-04,Developer Community,demo_001,208,143,65,0,9,33,3,5,2,4,1,0,8
2026-05-04,Product Help Forum,demo_002,182,150,32,1,6,20,1,0,1,1,1,0,1
2026-05-04,API Support Chat,demo_003,126,86,40,0,2,22,1,5,7,0,1,0,2
2026-05-04,Integration Help Desk,demo_004,69,50,19,1,6,6,0,2,0,3,1,0,0
2026-05-05,Developer Community,demo_001,168,121,47,2,4,32,0,2,4,1,2,0,0
2026-05-05,Product Help Forum,demo_002,119,85,34,2,6,16,0,2,3,0,2,0,3
2026-05-05,API Support Chat,demo_003,101,87,14,4,1,5,0,2,1,1,0,0,0
2026-05-05,Integration Help Desk,demo_004,57,46,11,0,2,6,0,0,0,0,2,0,1
2026-05-06,Developer Community,demo_001,196,145,51,6,9,22,0,2,6,0,3,0,3
2026-05-06,Product Help Forum,demo_002,150,111,39,6,7,18,0,1,4,0,2,1,0
2026-05-06,API Support Chat,demo_003,130,97,33,4,6,14,0,2,2,3,1,0,1
2026-05-06,Integration Help Desk,demo_004,65,55,10,1,4,2,0,1,1,0,1,0,0
2026-05-07,Developer Community,demo_001,248,182,66,9,8,34,1,4,4,1,3,0,2
2026-05-07,Product Help Forum,demo_002,182,137,45,2,14,17,1,1,2,4,3,0,1
2026-05-07,API Support Chat,demo_003,109,68,41,5,5,18,3,2,3,3,2,0,0
2026-05-07,Integration Help Desk,demo_004,86,62,24,2,3,7,1,2,4,0,3,0,2
2026-05-08,Developer Community,demo_001,205,156,49,1,4,28,3,0,4,1,5,1,2
2026-05-08,Product Help Forum,demo_002,151,124,27,2,3,11,1,2,2,3,0,0,3
2026-05-08,API Support Chat,demo_003,126,101,25,3,4,11,0,2,2,0,0,0,3
2026-05-08,Integration Help Desk,demo_004,55,36,19,0,2,11,1,0,3,0,2,0,0
2026-05-09,Developer Community,demo_001,115,85,30,1,3,14,0,1,2,3,4,1,1
2026-05-09,Product Help Forum,demo_002,100,81,19,0,4,10,1,0,3,0,0,1,0
2026-05-09,API Support Chat,demo_003,75,62,13,0,2,6,0,0,2,2,0,0,1
2026-05-09,Integration Help Desk,demo_004,36,25,11,0,4,6,0,0,0,0,1,0,0
2026-05-10,Developer Community,demo_001,93,69,24,0,3,11,3,1,4,0,2,0,0
2026-05-10,Product Help Forum,demo_002,67,43,24,2,2,12,1,2,2,0,3,0,0
2026-05-10,API Support Chat,demo_003,60,45,15,1,2,8,1,0,0,0,3,0,0
2026-05-10,Integration Help Desk,demo_004,33,22,11,2,0,7,0,0,0,0,1,0,1
2026-05-11,Developer Community,demo_001,241,167,74,9,21,20,3,3,9,0,4,0,5
2026-05-11,Product Help Forum,demo_002,193,145,48,9,10,16,1,4,2,0,2,0,4
2026-05-11,API Support Chat,demo_003,120,69,51,5,18,19,1,3,2,0,1,0,2
2026-05-11,Integration Help Desk,demo_004,75,58,17,6,2,5,0,0,0,4,0,0,0
2026-05-12,Developer Community,demo_001,217,168,49,8,10,14,2,3,2,5,2,0,3
2026-05-12,Product Help Forum,demo_002,141,100,41,2,9,16,2,5,3,1,3,0,0
2026-05-12,API Support Chat,demo_003,116,81,35,1,5,20,2,2,1,2,2,0,0
2026-05-12,Integration Help Desk,demo_004,69,49,20,1,3,9,0,2,2,3,0,0,0
2026-05-13,Developer Community,demo_001,206,160,46,6,8,12,0,4,7,2,5,0,2
2026-05-13,Product Help Forum,demo_002,138,100,38,7,10,10,4,1,1,1,1,0,3
2026-05-13,API Support Chat,demo_003,135,106,29,2,9,10,3,1,0,3,1,0,0
2026-05-13,Integration Help Desk,demo_004,65,47,18,2,4,9,0,0,1,0,1,1,0
2026-05-14,Developer Community,demo_001,201,138,63,6,13,25,2,0,4,6,4,0,3
2026-05-14,Product Help Forum,demo_002,155,112,43,5,11,16,3,0,2,3,1,0,2
2026-05-14,API Support Chat,demo_003,115,73,42,5,5,17,2,0,3,2,6,0,2
2026-05-14,Integration Help Desk,demo_004,67,37,30,0,6,12,2,1,4,1,4,0,0
2026-05-15,Developer Community,demo_001,245,173,72,8,16,28,5,0,8,1,3,0,3
2026-05-15,Product Help Forum,demo_002,181,152,29,4,5,11,3,0,5,0,1,0,0
2026-05-15,API Support Chat,demo_003,121,98,23,2,10,7,2,0,0,0,1,0,1
2026-05-15,Integration Help Desk,demo_004,69,55,14,1,5,5,0,0,1,0,2,0,0
2026-05-16,Developer Community,demo_001,113,82,31,3,5,7,2,2,4,1,2,0,5
2026-05-16,Product Help Forum,demo_002,85,68,17,4,4,2,0,0,4,1,1,0,1
2026-05-16,API Support Chat,demo_003,57,47,10,0,5,0,0,1,1,1,1,0,1
2026-05-16,Integration Help Desk,demo_004,38,31,7,1,3,1,0,0,2,0,0,0,0
2026-05-17,Developer Community,demo_001,190,143,47,4,11,5,3,0,4,2,3,0,15
2026-05-17,Product Help Forum,demo_002,121,96,25,0,4,6,3,1,1,3,3,0,4
2026-05-17,API Support Chat,demo_003,116,96,20,0,1,6,2,2,3,1,1,0,4
2026-05-17,Integration Help Desk,demo_004,59,48,11,0,1,3,1,0,2,0,1,0,3
2026-05-18,Developer Community,demo_001,234,166,68,7,16,18,0,3,6,2,1,0,15
2026-05-18,Product Help Forum,demo_002,184,135,49,5,15,10,1,6,2,0,1,0,9
2026-05-18,API Support Chat,demo_003,137,85,52,4,17,11,1,3,4,4,2,0,6
2026-05-18,Integration Help Desk,demo_004,80,53,27,4,6,5,0,0,2,1,0,0,9
2026-05-19,Developer Community,demo_001,174,137,37,3,2,7,1,4,10,1,2,0,7
2026-05-19,Product Help Forum,demo_002,135,111,24,0,4,2,4,3,4,2,1,0,4
2026-05-19,API Support Chat,demo_003,101,77,24,6,4,6,1,0,2,0,1,0,4
2026-05-19,Integration Help Desk,demo_004,77,61,16,2,2,0,0,1,6,1,0,0,4
2026-05-20,Developer Community,demo_001,233,175,58,4,6,10,5,4,7,3,5,0,14
2026-05-20,Product Help Forum,demo_002,154,104,50,6,13,11,2,1,4,2,6,0,5
2026-05-20,API Support Chat,demo_003,143,106,37,2,6,10,1,0,8,0,4,0,6
2026-05-20,Integration Help Desk,demo_004,81,67,14,2,3,4,2,0,0,0,1,0,2
2026-05-21,Developer Community,demo_001,229,184,45,6,7,5,3,3,2,0,5,2,12
2026-05-21,Product Help Forum,demo_002,151,111,40,4,5,8,2,1,2,1,3,0,14
2026-05-21,API Support Chat,demo_003,119,83,36,4,6,3,0,4,0,1,6,0,12
2026-05-21,Integration Help Desk,demo_004,98,80,18,2,3,6,2,1,0,0,0,0,4
2026-05-22,Developer Community,demo_001,242,191,51,4,8,16,1,4,6,0,0,0,12
2026-05-22,Product Help Forum,demo_002,177,130,47,8,5,9,2,4,2,0,1,0,16
2026-05-22,API Support Chat,demo_003,137,104,33,6,3,9,2,2,3,0,0,0,8
2026-05-22,Integration Help Desk,demo_004,88,75,13,2,2,2,2,1,0,0,1,0,3
2026-05-23,Developer Community,demo_001,112,90,22,3,2,3,0,1,3,0,1,0,9
2026-05-23,Product Help Forum,demo_002,80,65,15,2,3,4,1,0,2,0,0,0,3
2026-05-23,API Support Chat,demo_003,69,52,17,1,2,5,0,0,1,0,2,0,6
2026-05-23,Integration Help Desk,demo_004,33,25,8,2,0,2,0,1,0,0,1,0,2
2026-05-24,Developer Community,demo_001,136,114,22,3,5,7,0,2,2,0,1,0,2
2026-05-24,Product Help Forum,demo_002,96,71,25,2,5,8,0,1,3,1,2,0,3
2026-05-24,API Support Chat,demo_003,83,65,18,4,3,5,0,2,0,0,2,0,2
2026-05-24,Integration Help Desk,demo_004,52,44,8,2,2,2,0,0,1,0,1,0,0
2026-05-25,Developer Community,demo_001,155,126,29,2,9,10,0,0,4,0,1,1,2
2026-05-25,Product Help Forum,demo_002,96,64,32,6,8,12,1,0,4,0,0,0,1
2026-05-25,API Support Chat,demo_003,88,69,19,2,3,1,1,2,2,5,1,0,2
2026-05-25,Integration Help Desk,demo_004,63,54,9,0,2,2,1,1,2,0,1,0,0
2026-05-26,Developer Community,demo_001,182,144,38,2,8,14,3,3,2,1,2,0,3
2026-05-26,Product Help Forum,demo_002,119,90,29,2,4,8,1,1,4,1,7,0,1
2026-05-26,API Support Chat,demo_003,100,76,24,2,1,6,1,2,1,4,4,0,3
2026-05-26,Integration Help Desk,demo_004,58,44,14,1,2,4,1,0,0,2,3,0,1
2026-05-27,Developer Community,demo_001,207,146,61,5,15,24,1,2,2,1,4,3,4
2026-05-27,Product Help Forum,demo_002,130,84,46,2,6,14,5,1,2,2,9,0,5
2026-05-27,API Support Chat,demo_003,125,83,42,2,12,17,2,0,1,2,5,1,0
2026-05-27,Integration Help Desk,demo_004,86,69,17,2,1,9,2,0,0,0,2,0,1
2026-05-28,Developer Community,demo_001,178,138,40,5,7,17,2,5,2,0,2,0,0
2026-05-28,Product Help Forum,demo_002,141,113,28,1,7,11,3,3,0,1,1,0,1
2026-05-28,API Support Chat,demo_003,86,65,21,0,5,9,1,1,0,1,4,0,0
2026-05-28,Integration Help Desk,demo_004,66,56,10,0,2,3,2,1,0,2,0,0,0
2026-05-29,Developer Community,demo_001,225,152,73,7,9,25,7,3,6,1,3,8,4
2026-05-29,Product Help Forum,demo_002,163,138,25,1,9,7,1,1,1,0,3,1,1
2026-05-29,API Support Chat,demo_003,127,102,25,3,2,9,3,0,1,2,0,3,2
2026-05-29,Integration Help Desk,demo_004,71,55,16,1,3,1,3,0,2,1,2,1,2
2026-05-30,Developer Community,demo_001,180,148,32,3,10,11,2,2,2,0,2,0,0
2026-05-30,Product Help Forum,demo_002,134,98,36,4,15,7,3,1,1,2,3,0,0
2026-05-30,API Support Chat,demo_003,80,45,35,1,16,11,0,0,3,2,1,0,1
2026-05-30,Integration Help Desk,demo_004,55,42,13,3,3,3,0,0,2,1,1,0,0
